0.29,0.47,0.48,0.5,0.41,0.23,0.34,one
0.34,0.55,0.48,0.5,0.58,0.31,0.41,one
0.36,0.56,0.48,0.5,0.43,0.45,0.53,one
0.4,0.46,0.48,0.5,0.52,0.49,0.56,one
0.5,0.49,0.48,0.5,0.49,0.46,0.53,one
0.52,0.44,0.48,0.5,0.37,0.36,0.42,one
0.5,0.51,0.48,0.5,0.27,0.23,0.34,one
0.53,0.42,0.48,0.5,0.16,0.29,0.39,one
0.34,0.46,0.48,0.5,0.52,0.35,0.44,one
0.4,0.42,0.48,0.5,0.37,0.27,0.27,one
0.41,0.43,0.48,0.5,0.5,0.24,0.25,one
0.3,0.45,0.48,0.5,0.36,0.21,0.32,one
0.31,0.47,0.48,0.5,0.29,0.28,0.39,one
0.64,0.76,0.48,0.5,0.45,0.35,0.38,one
0.35,0.37,0.48,0.5,0.3,0.34,0.43,one
0.57,0.54,0.48,0.5,0.37,0.28,0.33,one
0.65,0.55,0.48,0.5,0.34,0.37,0.28,one
0.51,0.46,0.48,0.5,0.58,0.31,0.41,one
0.38,0.4,0.48,0.5,0.63,0.25,0.35,one
0.24,0.57,0.48,0.5,0.63,0.34,0.43,one
0.38,0.26,0.48,0.5,0.54,0.16,0.28,one
0.33,0.47,0.48,0.5,0.53,0.18,0.29,one
0.24,0.34,0.48,0.5,0.38,0.3,0.4,one
0.26,0.5,0.48,0.5,0.44,0.32,0.41,one
0.44,0.49,0.48,0.5,0.39,0.38,0.4,one
0.43,0.32,0.48,0.5,0.33,0.45,0.52,one
0.49,0.43,0.48,0.5,0.49,0.3,0.4,one
0.47,0.28,0.48,0.5,0.56,0.2,0.25,one
0.32,0.33,0.48,0.5,0.6,0.06,0.2,one
0.34,0.35,0.48,0.5,0.51,0.49,0.56,one
0.35,0.34,0.48,0.5,0.46,0.3,0.27,one
0.38,0.3,0.48,0.5,0.43,0.29,0.39,one
0.38,0.44,0.48,0.5,0.43,0.2,0.31,one
0.41,0.51,0.48,0.5,0.58,0.2,0.31,one
0.34,0.42,0.48,0.5,0.41,0.34,0.43,one
0.51,0.49,0.48,0.5,0.53,0.14,0.26,one
0.25,0.51,0.48,0.5,0.37,0.42,0.5,one
0.29,0.28,0.48,0.5,0.5,0.42,0.5,one
0.25,0.26,0.48,0.5,0.39,0.32,0.42,one
0.24,0.41,0.48,0.5,0.49,0.23,0.34,one
0.17,0.39,0.48,0.5,0.53,0.3,0.39,one
0.04,0.31,0.48,0.5,0.41,0.29,0.39,one
0.61,0.36,0.48,0.5,0.49,0.35,0.44,one
0.34,0.51,0.48,0.5,0.44,0.37,0.46,one
0.28,0.33,0.48,0.5,0.45,0.22,0.33,one
0.4,0.46,0.48,0.5,0.42,0.35,0.44,one
0.23,0.34,0.48,0.5,0.43,0.26,0.37,one
0.37,0.44,0.48,0.5,0.42,0.39,0.47,one
0,0.38,0.48,0.5,0.42,0.48,0.55,one
0.39,0.31,0.48,0.5,0.38,0.34,0.43,one
0.3,0.44,0.48,0.5,0.49,0.22,0.33,one
0.27,0.3,0.48,0.5,0.71,0.28,0.39,one
0.17,0.52,0.48,0.5,0.49,0.37,0.46,one
0.36,0.42,0.48,0.5,0.53,0.32,0.41,one
0.3,0.37,0.48,0.5,0.43,0.18,0.3,one
0.26,0.4,0.48,0.5,0.36,0.26,0.37,one
0.4,0.41,0.48,0.5,0.55,0.22,0.33,one
0.22,0.34,0.48,0.5,0.42,0.29,0.39,one
0.44,0.35,0.48,0.5,0.44,0.52,0.59,one
0.27,0.42,0.48,0.5,0.37,0.38,0.43,one
0.16,0.43,0.48,0.5,0.54,0.27,0.37,one
0.06,0.61,0.48,0.5,0.49,0.92,0.37,two
0.44,0.52,0.48,0.5,0.43,0.47,0.54,two
0.63,0.47,0.48,0.5,0.51,0.82,0.84,two
0.23,0.48,0.48,0.5,0.59,0.88,0.89,two
0.34,0.49,0.48,0.5,0.58,0.85,0.8,two
0.43,0.4,0.48,0.5,0.58,0.75,0.78,two
0.46,0.61,0.48,0.5,0.48,0.86,0.87,two
0.27,0.35,0.48,0.5,0.51,0.77,0.79,two
0.52,0.39,0.48,0.5,0.65,0.71,0.73,two
0.29,0.47,0.48,0.5,0.71,0.65,0.69,two
0.55,0.47,0.48,0.5,0.57,0.78,0.8,two
0.12,0.67,0.48,0.5,0.74,0.58,0.63,two
0.4,0.5,0.48,0.5,0.65,0.82,0.84,two
0.73,0.36,0.48,0.5,0.53,0.91,0.92,two
0.84,0.44,0.48,0.5,0.48,0.71,0.74,two
0.48,0.45,0.48,0.5,0.6,0.78,0.8,two
0.54,0.49,0.48,0.5,0.4,0.87,0.88,two
0.48,0.41,0.48,0.5,0.51,0.9,0.88,two
0.5,0.66,0.48,0.5,0.31,0.92,0.92,two
0.72,0.46,0.48,0.5,0.51,0.66,0.7,two
0.47,0.55,0.48,0.5,0.58,0.71,0.75,two
0.33,0.56,0.48,0.5,0.33,0.78,0.8,two
0.64,0.58,0.48,0.5,0.48,0.78,0.73,two
0.54,0.57,0.48,0.5,0.56,0.81,0.83,two
0.47,0.59,0.48,0.5,0.52,0.76,0.79,two
0.63,0.5,0.48,0.5,0.59,0.85,0.86,two
0.49,0.42,0.48,0.5,0.53,0.79,0.81,two
0.31,0.5,0.48,0.5,0.57,0.84,0.85,two
0.74,0.44,0.48,0.5,0.55,0.88,0.89,two
0.33,0.45,0.48,0.5,0.45,0.88,0.89,two
0.45,0.4,0.48,0.5,0.61,0.74,0.77,two
0.71,0.4,0.48,0.5,0.71,0.7,0.74,two
0.5,0.37,0.48,0.5,0.66,0.64,0.69,two
0.66,0.53,0.48,0.5,0.59,0.66,0.66,two
0.6,0.61,0.48,0.5,0.54,0.67,0.71,two
0.83,0.37,0.48,0.5,0.61,0.71,0.74,two
0.34,0.51,0.48,0.5,0.67,0.9,0.9,two
0.63,0.54,0.48,0.5,0.65,0.79,0.81,two
0.7,0.4,0.48,0.5,0.56,0.86,0.83,two
0.6,0.5,1,0.5,0.54,0.77,0.8,two
0.16,0.51,0.48,0.5,0.33,0.39,0.48,two
0.74,0.7,0.48,0.5,0.66,0.65,0.69,two
0.2,0.46,0.48,0.5,0.57,0.78,0.81,two
0.89,0.55,0.48,0.5,0.51,0.72,0.76,two
0.7,0.46,0.48,0.5,0.56,0.78,0.73,two
0.12,0.43,0.48,0.5,0.63,0.7,0.74,two
0.61,0.52,0.48,0.5,0.54,0.67,0.52,two
0.33,0.37,0.48,0.5,0.46,0.65,0.69,two
0.63,0.65,0.48,0.5,0.66,0.67,0.71,two
0.41,0.51,0.48,0.5,0.53,0.75,0.78,two
0.34,0.67,0.48,0.5,0.52,0.76,0.79,two
0.58,0.34,0.48,0.5,0.56,0.87,0.81,two
0.59,0.56,0.48,0.5,0.55,0.8,0.82,two
0.51,0.4,0.48,0.5,0.57,0.62,0.67,two
0.5,0.57,0.48,0.5,0.71,0.61,0.66,two
0.6,0.46,0.48,0.5,0.45,0.81,0.83,two
0.37,0.47,0.48,0.5,0.39,0.76,0.79,two
0.58,0.55,0.48,0.5,0.57,0.7,0.74,two
0.36,0.47,0.48,0.5,0.51,0.69,0.72,two
0.39,0.41,0.48,0.5,0.52,0.72,0.75,two
0.35,0.51,0.48,0.5,0.61,0.71,0.74,two
0.31,0.44,0.48,0.5,0.5,0.79,0.82,two
0.61,0.66,0.48,0.5,0.46,0.87,0.88,two
0.48,0.49,0.48,0.5,0.52,0.77,0.71,two
0.11,0.5,0.48,0.5,0.58,0.72,0.68,two
0.31,0.36,0.48,0.5,0.58,0.94,0.94,two
0.68,0.51,0.48,0.5,0.71,0.75,0.78,two
0.69,0.39,0.48,0.5,0.57,0.76,0.79,two
0.52,0.54,0.48,0.5,0.62,0.76,0.79,two
0.46,0.59,0.48,0.5,0.36,0.76,0.23,two
0.36,0.45,0.48,0.5,0.38,0.79,0.17,two
0,0.51,0.48,0.5,0.35,0.67,0.44,two
0.1,0.49,0.48,0.5,0.41,0.67,0.21,two
0.3,0.51,0.48,0.5,0.42,0.61,0.34,two
0.61,0.47,0.48,0.5,0,0.8,0.32,two
0.63,0.75,0.48,0.5,0.64,0.73,0.66,two
0.71,0.52,0.48,0.5,0.64,1,0.99,two
0.85,0.53,0.48,0.5,0.53,0.52,0.35,three
0.63,0.49,0.48,0.5,0.54,0.76,0.79,three
0.75,0.55,1,1,0.4,0.47,0.3,four
0.7,0.39,1,0.5,0.51,0.82,0.84,four
0.72,0.42,0.48,0.5,0.65,0.77,0.79,five
0.79,0.41,0.48,0.5,0.66,0.81,0.83,five
0.83,0.48,0.48,0.5,0.65,0.76,0.79,five
0.69,0.43,0.48,0.5,0.59,0.74,0.77,five
0.79,0.36,0.48,0.5,0.46,0.82,0.7,five
0.78,0.33,0.48,0.5,0.57,0.77,0.79,five
0.75,0.37,0.48,0.5,0.64,0.7,0.74,five
0.59,0.29,0.48,0.5,0.64,0.75,0.77,five
0.67,0.37,0.48,0.5,0.54,0.64,0.68,five
0.66,0.48,0.48,0.5,0.54,0.7,0.74,five
0.64,0.46,0.48,0.5,0.48,0.73,0.76,five
0.76,0.71,0.48,0.5,0.5,0.71,0.75,five
0.84,0.49,0.48,0.5,0.55,0.78,0.74,five
0.77,0.55,0.48,0.5,0.51,0.78,0.74,five
0.81,0.44,0.48,0.5,0.42,0.67,0.68,five
0.58,0.6,0.48,0.5,0.59,0.73,0.76,five
0.63,0.42,0.48,0.5,0.48,0.77,0.8,five
0.62,0.42,0.48,0.5,0.58,0.79,0.81,five
0.86,0.39,0.48,0.5,0.59,0.89,0.9,five
0.81,0.53,0.48,0.5,0.57,0.87,0.88,five
0.87,0.49,0.48,0.5,0.61,0.76,0.79,five
0.47,0.46,0.48,0.5,0.62,0.74,0.77,five
0.76,0.41,0.48,0.5,0.5,0.59,0.62,five
0.7,0.53,0.48,0.5,0.7,0.86,0.87,five
0.64,0.45,0.48,0.5,0.67,0.61,0.66,five
0.81,0.52,0.48,0.5,0.57,0.78,0.8,five
0.73,0.26,0.48,0.5,0.57,0.75,0.78,five
0.49,0.61,1,0.5,0.56,0.71,0.74,five
0.88,0.42,0.48,0.5,0.52,0.73,0.75,five
0.84,0.54,0.48,0.5,0.75,0.92,0.7,five
0.63,0.51,0.48,0.5,0.64,0.72,0.76,five
0.86,0.55,0.48,0.5,0.63,0.81,0.83,five
0.79,0.54,0.48,0.5,0.5,0.66,0.68,five
0.57,0.38,0.48,0.5,0.06,0.49,0.33,five
0.78,0.44,0.48,0.5,0.45,0.73,0.68,five
0.78,0.68,0.48,0.5,0.83,0.4,0.29,six
0.63,0.69,0.48,0.5,0.65,0.41,0.28,six
0.67,0.88,0.48,0.5,0.73,0.5,0.25,six
0.61,0.75,0.48,0.5,0.51,0.33,0.33,six
0.67,0.84,0.48,0.5,0.74,0.54,0.37,six
0.74,0.9,0.48,0.5,0.57,0.53,0.29,six
0.73,0.84,0.48,0.5,0.86,0.58,0.29,six
0.75,0.76,0.48,0.5,0.83,0.57,0.3,six
0.77,0.57,0.48,0.5,0.88,0.53,0.2,six
0.74,0.78,0.48,0.5,0.75,0.54,0.15,six
0.68,0.76,0.48,0.5,0.84,0.45,0.27,six
0.56,0.68,0.48,0.5,0.77,0.36,0.45,six
0.65,0.51,0.48,0.5,0.66,0.54,0.33,six
0.52,0.81,0.48,0.5,0.72,0.38,0.38,six
0.64,0.57,0.48,0.5,0.7,0.33,0.26,six
0.6,0.76,1,0.5,0.77,0.59,0.52,six
0.69,0.59,0.48,0.5,0.77,0.39,0.21,six
0.63,0.49,0.48,0.5,0.79,0.45,0.28,six
0.71,0.71,0.48,0.5,0.68,0.43,0.36,six
0.68,0.63,0.48,0.5,0.73,0.4,0.3,six
0.77,0.57,1,0.5,0.37,0.54,0.01,seven
0.66,0.49,1,0.5,0.54,0.56,0.36,seven
0.71,0.46,1,0.5,0.52,0.59,0.3,seven
0.67,0.55,1,0.5,0.66,0.58,0.16,seven
0.68,0.49,1,0.5,0.62,0.55,0.28,seven
0.74,0.49,0.48,0.5,0.42,0.54,0.36,eight
0.7,0.61,0.48,0.5,0.56,0.52,0.43,eight
0.66,0.86,0.48,0.5,0.34,0.41,0.36,eight
0.73,0.78,0.48,0.5,0.58,0.51,0.31,eight
0.65,0.57,0.48,0.5,0.47,0.47,0.51,eight
0.72,0.86,0.48,0.5,0.17,0.55,0.21,eight
0.67,0.7,0.48,0.5,0.46,0.45,0.33,eight
0.67,0.81,0.48,0.5,0.54,0.49,0.23,eight
0.67,0.61,0.48,0.5,0.51,0.37,0.38,eight
0.63,1,0.48,0.5,0.35,0.51,0.49,eight
0.57,0.59,0.48,0.5,0.39,0.47,0.33,eight
0.71,0.71,0.48,0.5,0.4,0.54,0.39,eight
0.66,0.74,0.48,0.5,0.31,0.38,0.43,eight
0.67,0.81,0.48,0.5,0.25,0.42,0.25,eight
0.64,0.72,0.48,0.5,0.49,0.42,0.19,eight
0.68,0.82,0.48,0.5,0.38,0.65,0.56,eight
0.32,0.39,0.48,0.5,0.53,0.28,0.38,eight
0.7,0.64,0.48,0.5,0.47,0.51,0.47,eight
0.63,0.57,0.48,0.5,0.49,0.7,0.2,eight
0.74,0.82,0.48,0.5,0.49,0.49,0.41,eight
0.63,0.86,0.48,0.5,0.39,0.47,0.34,eight
0.63,0.83,0.48,0.5,0.4,0.39,0.19,eight
0.63,0.71,0.48,0.5,0.6,0.4,0.39,eight
0.71,0.86,0.48,0.5,0.4,0.54,0.32,eight
0.68,0.78,0.48,0.5,0.43,0.44,0.42,eight
0.64,0.84,0.48,0.5,0.37,0.45,0.4,eight
0.74,0.47,0.48,0.5,0.5,0.57,0.42,eight
0.75,0.84,0.48,0.5,0.35,0.52,0.33,eight
0.63,0.65,0.48,0.5,0.39,0.44,0.35,eight
0.69,0.67,0.48,0.5,0.3,0.39,0.24,eight
0.7,0.71,0.48,0.5,0.42,0.84,0.85,eight
0.69,0.8,0.48,0.5,0.46,0.57,0.26,eight
0.64,0.66,0.48,0.5,0.41,0.39,0.2,eight
0.63,0.8,0.48,0.5,0.46,0.31,0.29,eight
0.66,0.71,0.48,0.5,0.41,0.5,0.35,eight
0.69,0.59,0.48,0.5,0.46,0.44,0.52,eight
0.68,0.67,0.48,0.5,0.49,0.4,0.34,eight
0.64,0.78,0.48,0.5,0.5,0.36,0.38,eight
0.62,0.78,0.48,0.5,0.47,0.49,0.54,eight
0.76,0.73,0.48,0.5,0.44,0.39,0.39,eight
0.64,0.81,0.48,0.5,0.37,0.39,0.44,eight
0.29,0.39,0.48,0.5,0.52,0.4,0.48,eight
0.62,0.83,0.48,0.5,0.46,0.36,0.4,eight
0.56,0.54,0.48,0.5,0.43,0.37,0.3,eight
0.69,0.66,0.48,0.5,0.41,0.5,0.25,eight
0.69,0.65,0.48,0.5,0.63,0.48,0.41,eight
0.43,0.59,0.48,0.5,0.52,0.49,0.56,eight
0.74,0.56,0.48,0.5,0.47,0.68,0.3,eight
0.71,0.57,0.48,0.5,0.48,0.35,0.32,eight
0.61,0.6,0.48,0.5,0.44,0.39,0.38,eight
0.59,0.61,0.48,0.5,0.42,0.42,0.37,eight
0.74,0.74,0.48,0.5,0.31,0.53,0.52,eight
